ProID,Info,,time,Value,
GenTime,2021-12-22 20:44:49,,0.0,0.0,
Record Length,87500 Points,,8.0E-5,-0.8,
Sample Interval,8.0E-5 s,,1.6E-4,-0.8,
Trigger Time,0s,,2.4E-4,-0.8,
Source,CH2,,3.2E-4,-3.2,
Vertical Units,(V)/grid,,4.0E-4,-2.4,
Vertical Scale,20.0,,4.8E-4,-2.4,
Vertical Offset,-44,,5.5999996E-4,-1.6,
Horizontal Units,s/grid,,6.4E-4,-1.6,
Horizontal Scale,0.5,,7.2E-4,-1.6,
Probe Atten,10.0,,8.0E-4,-1.6,
,,,0.03864,-13.2,
,,,0.03872,-8.8,
,,,0.038799997,-8.0,
,,,0.038879998,-7.2000003,
,,,0.03896,-6.4,
,,,0.03904,-6.4,
,,,0.03912,20.0,
,,,0.0392,12.400001,
,,,0.039279997,9.2,
,,,0.039359998,8.400001,
,,,0.03944,7.6,
,,,0.03952,6.8,
,,,0.0396,6.0,
,,,0.03968,-18.0,
,,,0.039759997,-14.0,
,,,0.039839998,-9.6,
,,,0.03992,-8.0,
,,,0.04,-7.2000003,
,,,0.04008,-6.4,
,,,0.04016,-5.6,
,,,0.040239997,9.2,
,,,0.040319998,10.8,
,,,0.0404,6.0,
,,,0.04048,5.2000003,
,,,0.04056,4.4,
,,,0.04064,3.2,
,,,0.040719997,3.2,
,,,0.040799998,2.4,
,,,0.04088,-11.6,
,,,0.04096,-8.0,
,,,0.04104,-6.4,
,,,0.04112,-5.6,
,,,0.0412,-4.8,
,,,0.041279998,-4.0,
,,,0.04136,-3.2,
,,,0.04144,7.6,
,,,0.04152,5.2000003,
,,,0.0416,3.2,
,,,0.04168,2.4,
,,,0.041759998,1.6,
,,,0.04184,1.6,
,,,0.04192,0.8,
,,,0.042,0.8,
,,,0.04208,-8.0,
,,,0.04216,-5.6,
,,,0.042239998,-4.8,
,,,0.04232,-3.2,
,,,0.0424,-3.2,
,,,0.04248,-2.4,
,,,0.04256,-2.4,
,,,0.04264,5.2000003,
,,,0.042719997,2.4,
,,,0.042799998,1.6,
,,,0.04288,1.6,
,,,0.04296,0.8,
,,,0.04304,0.8,
,,,0.04312,0.8,
,,,0.043199997,-6.4,
,,,0.043279998,-5.6,
,,,0.04336,-4.0,
,,,0.04344,-4.0,
,,,0.04352,-3.2,
,,,0.0436,-2.4,
,,,0.043679997,-2.4,
,,,0.043759998,-2.4,
,,,0.04384,2.4,
,,,0.04392,1.6,
,,,0.044,0.8,
,,,0.04408,0.8,
,,,0.044159997,0.0,
,,,0.044239998,0.0,
,,,0.04432,0.0,
,,,0.0444,-4.8,
,,,0.04448,-4.0,
,,,0.04456,-3.2,
,,,0.044639997,-3.2,
,,,0.044719998,-2.4,
,,,0.0448,-2.4,
,,,0.04488,-2.4,
,,,0.04496,2.4,
,,,0.04504,0.8,
,,,0.045119997,0.0,
,,,0.045199998,0.0,
,,,0.04528,0.0,
,,,0.04536,0.0,
,,,0.04544,0.0,
,,,0.04552,0.0,
,,,0.045599997,-3.2,
,,,0.045679998,-3.2,
,,,0.04576,-2.4,
,,,0.04584,-2.4,
,,,0.04592,-2.4,
,,,0.046,-2.4,
,,,0.04608,-2.4,
,,,0.046159998,1.6,
,,,0.04624,0.8,
,,,0.04632,0.0,
,,,0.0464,0.0,
,,,0.04648,0.0,
,,,0.04656,-0.8,
,,,0.046639998,-0.8,
,,,0.046719998,-3.2,
,,,0.0468,-3.2,
,,,0.04688,-2.4,
,,,0.04696,-2.4,
,,,0.04704,-2.4,
,,,0.047119997,-1.6,
,,,0.047199998,-2.4,
,,,0.04728,-1.6,
,,,0.04736,0.8,
,,,0.04744,0.8,
,,,0.04752,0.0,
,,,0.047599997,0.0,
,,,0.047679998,0.0,
,,,0.04776,0.0,
,,,0.04784,-0.8,
,,,0.04792,-14.8,
,,,0.048,-8.8,
,,,0.048079997,-7.2000003,
,,,0.048159998,-6.4,
,,,0.04824,-5.6,
,,,0.04832,-5.6,
,,,0.0484,20.800001,
,,,0.04848,11.6,
,,,0.048559997,8.400001,
,,,0.048639998,7.6,
,,,0.04872,6.0,
,,,0.0488,6.0,
,,,0.04888,5.2000003,
,,,0.04896,-18.0,
,,,0.049039997,-15.6,
,,,0.049119998,-10.8,
,,,0.0492,-8.8,
,,,0.04928,-7.2000003,
,,,0.04936,-7.2000003,
,,,0.04944,-6.4,
,,,0.049519997,-6.4,
,,,0.049599998,11.6,
,,,0.04968,5.2000003,
